Date,Province,District,Rainfall_mm,Temp_Max_C,Temp_Min_C,Humidity_pct,Evapotranspiration_mm,WindSpeed_mps,SolarRadiation_Wm2,SoilMoisture_pct,NDVI,SPI,SPEI,PDSI,DroughtSeverity
03/05/2024,Copperbelt,Kitwe,10.1,26.4,18.3,67.4,4.8,3.7,269,17,0.52,-0.7,-0.63,-1.17,Moderate
04/05/2024,Western,Senanga,6.4,29.5,20.1,64.8,5.9,2.5,197.4,32.8,0.55,0.54,0.49,0.02,No drought
05/05/2024,Eastern,Chipata,10.5,25.4,14,63.9,6.4,3.4,192.6,31.9,0.4,0.5,0.41,-0.05,No drought
06/05/2024,Lusaka,Mount Makulu,3.3,34.1,24,57.2,3.7,1.6,210.4,31.3,0.58,0.31,0.38,-0.16,No drought
07/05/2024,North-Western,Kabompo,11.1,27.1,17.3,63.4,6,3.1,218,39.4,0.33,-0.38,-0.49,-0.94,Moderate
08/05/2024,Lusaka,Mount Makulu,3.5,30.6,19.4,45.7,6.4,3.7,210.5,35.7,0.38,-0.25,-0.18,-0.71,Moderate
09/05/2024,Copperbelt,Kitwe,3.6,25.2,16,74.7,3.2,4.2,265.2,31.7,0.48,0.12,0.1,-0.39,No drought
10/05/2024,Southern,Siavonga,19.4,27.8,16.5,69,3.4,1.8,271,31.7,0.55,-0.47,-0.43,-0.95,Moderate
11/05/2024,Copperbelt,Kafironda,14.9,32.7,22.9,69.3,5.2,3.3,250.3,20.9,0.45,-0.32,-0.37,-0.84,Moderate
12/05/2024,Eastern,Msekera,13.6,36.9,28.6,55.2,4.3,2.9,184.6,18.5,0.38,-0.41,-0.69,-1.05,Moderate
13/05/2024,Eastern,Msekera,0.1,33.3,23,65.5,4,4.3,219.7,17.2,0.49,-0.96,-1.02,-1.49,Moderate
14/05/2024,Western,Sesheke,49.4,28.8,19.2,61.9,4.4,4.2,251.4,30.2,0.39,-1.02,-1.12,-1.57,Severe
15/05/2024,Western,Sesheke,1.2,27.5,18,49.8,4.5,3.8,187.1,17,0.41,-2.27,-2.24,-2.75,Severe
16/05/2024,Southern,Magoye,10.1,30.6,19.1,74,3.4,4.2,186.6,28.3,0.34,0.11,0.1,-0.4,No drought
17/05/2024,Western,Kaoma,1.3,24.1,13.2,71.1,6,3.6,223,31.8,0.38,0.09,0.29,-0.31,No drought
18/05/2024,Northern,Kasama,24.8,24.5,14.2,59.8,5.1,3.6,248.8,24.4,0.35,-1.05,-1.27,-1.66,Severe
19/05/2024,Western,Sesheke,10.4,25.8,17.5,61.4,4.1,3.5,240.6,24.1,0.37,0.47,0.46,-0.04,No drought
20/05/2024,Luapula,Kawambwa,7,29.7,21.5,46.2,4.4,2,182.3,33.9,0.44,-0.17,-0.06,-0.61,Moderate
21/05/2024,Luapula,Mansa,9.2,25.4,16,66.7,3.5,3.2,234.2,34,0.55,-1.69,-2.05,-2.37,Severe
22/05/2024,Copperbelt,Ndola,3.2,30.2,20.8,68.2,3.5,2.8,242.6,27.2,0.42,-0.1,0.12,-0.49,Moderate
23/05/2024,Copperbelt,Kafironda,6.5,25.4,13.5,81.4,5.5,3.1,267,18.3,0.54,-0.31,-0.26,-0.79,Moderate
24/05/2024,Northern,Misamfu,6.2,30,18.5,68.5,4.3,2.4,200.3,34,0.42,-0.19,-0.62,-0.91,Moderate
25/05/2024,Copperbelt,Kafironda,17.6,31.2,19.4,53,3.4,4.1,223.9,36.2,0.57,0.69,0.81,0.25,No drought
26/05/2024,Central,Mkushi,11.6,32.9,24.4,57,4.3,3.9,207.9,20.3,0.59,0.38,0.57,-0.03,No drought
27/05/2024,Central,Mkushi,13.5,31.3,20.2,71.3,5.7,4,241.4,17.2,0.45,-0.98,-1.01,-1.5,Moderate
28/05/2024,Western,Senanga,16.5,30.1,20.9,48.1,4.8,3.9,250.7,16.3,0.32,-0.01,-0.33,-0.67,Moderate
29/05/2024,Northern,Mbala,5.2,29.2,19.3,54,5.2,4.4,240.3,23.9,0.49,0.01,-0.59,-0.79,Moderate
30/05/2024,Muchinga,Isoka,2.8,32.5,21.3,67.1,4.8,1.9,257.5,21.8,0.45,-0.05,-0.19,-0.62,Moderate
31/05/2024,Copperbelt,Kafironda,0,28.1,19,73.3,3.2,4,180.4,21.2,0.52,-0.49,-0.62,-1.05,Moderate
01/06/2024,Eastern,Katete,15.6,29.5,17.9,60.1,6.4,1.8,248.7,27.3,0.42,0.26,0.54,-0.1,No drought
02/06/2024,Eastern,Katete,33.8,26.8,18.4,76.3,5.3,1.6,216,38.9,0.45,0.35,0.06,-0.3,No drought
03/06/2024,Muchinga,Isoka,14.6,33.7,22.3,53.5,5.3,2.9,268,20.4,0.5,-0.76,-1.07,-1.42,Moderate
04/06/2024,Western,Senanga,10.4,34.6,25.8,80.6,4,2.6,185.8,17.8,0.45,-1.11,-0.96,-1.54,Severe
05/06/2024,Southern,Siavonga,1.3,29.3,19.7,66.2,5.1,1.5,226.4,39.1,0.46,-2.61,-2.85,-3.23,Severe
06/06/2024,North-Western,Solwezi,1.3,29.3,20.2,45.7,4,3.8,231.8,23.7,0.41,-0.35,-0.32,-0.83,Moderate
07/06/2024,Luapula,Samfya,15.2,23.2,14,47.6,3.8,2.2,228.4,33.7,0.44,-1.25,-1.25,-1.75,Severe
08/06/2024,Western,Mongu,2.2,31,19.9,68.1,3.5,3.9,243.6,24.7,0.5,-1.3,-1.46,-1.88,Severe
09/06/2024,Eastern,Lundazi,12.3,26.7,14.9,66.2,3.8,3,248,16.9,0.38,-0.62,-0.66,-1.14,Moderate
10/06/2024,Western,Kaoma,5.9,31.3,22.3,83.4,3.7,4.4,279.5,32.8,0.59,-0.2,-0.52,-0.86,Moderate
11/06/2024,Northern,Mbala,39.7,31.6,20,82.7,6.4,3.1,277.7,33.9,0.35,-0.96,-0.6,-1.28,Moderate
12/06/2024,Muchinga,Mpika,8.3,30,22,45.4,4.2,4.3,202.9,30.9,0.37,0.75,0.93,0.34,No drought
13/06/2024,Northern,Kasama,6.6,27.6,18.4,60.9,6.2,4.5,184.5,34,0.41,-0.23,0.05,-0.59,Moderate
14/06/2024,Western,Sesheke,15.5,31.2,21.8,71.3,3.8,2.1,271.8,17.5,0.45,-1.76,-1.84,-2.3,Severe
15/06/2024,Western,Sesheke,7.3,27.6,18.2,80.8,6.3,4.2,221.9,34.5,0.44,0.27,-0.02,-0.38,Moderate
16/06/2024,Luapula,Mansa,2.3,30,20.4,77.4,5.9,2.5,249.4,34.3,0.5,0.07,-0.29,-0.61,Moderate
17/06/2024,Lusaka,Chongwe,0,32.1,23.9,83.9,3.8,2.4,210.4,20.8,0.3,-2.55,-2.41,-2.98,Severe
18/06/2024,North-Western,Zambezi,3.9,32.6,23.9,59.8,6.2,3.9,278.5,33.9,0.42,-0.04,0.31,-0.36,Moderate
19/06/2024,Eastern,Lundazi,15.2,31.7,23.5,55.6,5.1,2.4,251.4,34,0.33,-0.42,-0.02,-0.72,Moderate
20/06/2024,Luapula,Mansa,12.5,32.4,21.6,74.2,6,2.3,260.7,19.9,0.4,-0.56,-0.47,-1.02,Moderate
21/06/2024,North-Western,Kasempa,4.8,31.4,20.5,60.4,3.1,4,181.1,32.6,0.59,-0.93,-1.23,-1.58,Severe
22/06/2024,Eastern,Lundazi,0.5,35.5,24,52.2,5.8,3.2,219.7,18.3,0.56,-0.47,-0.57,-1.02,Moderate
23/06/2024,Southern,Livingstone,2.9,33.3,22,81.2,3,3.5,185.2,28.7,0.39,1.05,0.84,0.45,No drought
24/06/2024,Lusaka,Chongwe,0.7,27.9,18.2,72.4,4.2,1.7,217.4,38.6,0.49,0.25,0.47,-0.14,No drought
25/06/2024,Lusaka,Mount Makulu,3.3,28.5,16.6,47.7,4.8,2,277.1,17.8,0.42,-1.83,-1.65,-2.24,Severe
26/06/2024,Muchinga,Isoka,2.3,24.8,15.7,71.3,6.4,3.3,187.7,16.9,0.59,-0.6,-0.71,-1.16,Moderate
27/06/2024,Lusaka,Lusaka,0.2,33.6,23.2,57.5,3.9,3.3,266.6,38.7,0.33,0.31,0.42,-0.14,No drought
28/06/2024,Eastern,Lundazi,5.2,30.1,21.1,63,6.4,2.7,264,19.7,0.5,-0.7,-0.7,-1.2,Moderate
29/06/2024,Muchinga,Chinsali,3,35,27,68.6,5.1,3.4,204.2,32.9,0.33,-0.89,-0.83,-1.36,Moderate
30/06/2024,Eastern,Katete,3.2,35.1,24.7,71.9,3.3,4.4,263.8,35.1,0.55,-0.74,-0.72,-1.23,Moderate
01/07/2024,Lusaka,Mount Makulu,7.4,29.4,17.7,68.4,4.9,2.3,216.8,37.4,0.5,-1,-1.05,-1.52,Moderate
02/07/2024,Central,Kabwe,5.8,31.6,23.3,78,4,2.8,182.2,22.5,0.45,-0.35,-0.35,-0.85,Moderate
03/07/2024,Eastern,Msekera,10.6,27.9,19.3,47.8,3.6,3.5,268.2,35.4,0.51,-0.89,-0.96,-1.43,Moderate
04/07/2024,Lusaka,Chongwe,4.4,33.1,21.9,57.3,6.2,4.4,212.7,23.9,0.45,-0.87,-0.92,-1.4,Moderate
05/07/2024,Luapula,Kawambwa,11.3,30.5,19.5,62.6,5.1,2,247.4,19.5,0.51,-0.37,-0.45,-0.91,Moderate
06/07/2024,North-Western,Zambezi,7.2,29.2,19.8,49.2,3.8,3.1,240.8,21.1,0.32,-0.16,-0.44,-0.8,Moderate
07/07/2024,Eastern,Chipata,5.4,34,23.2,73.1,3.6,3,221.2,36.8,0.49,-2.36,-2.56,-2.96,Severe
08/07/2024,Lusaka,Lusaka,11.8,28.6,17,53.2,4.8,2.8,181.8,34.8,0.32,-1.53,-1.01,-1.77,Severe
09/07/2024,Northern,Kasama,12.9,33.7,22.4,78.7,4.7,2.5,259.2,26.3,0.36,-0.39,-0.55,-0.97,Moderate
10/07/2024,Lusaka,Mount Makulu,0.7,29.2,19,83.7,3.2,3.4,187.4,24.4,0.54,0.25,-0.13,-0.44,Moderate
11/07/2024,Copperbelt,Kafironda,4.6,35.3,24.7,73.4,3,2.2,246.2,27.1,0.3,-0.73,-0.61,-1.17,Moderate
12/07/2024,Western,Senanga,15.2,32.3,22.2,50.6,5.3,3.4,254.2,19.2,0.36,0,0.06,-0.47,No drought
13/07/2024,Southern,Livingstone,22,35.6,27,64,5.5,2.3,200.2,22.8,0.37,0.39,0.32,-0.15,No drought
14/07/2024,Eastern,Lundazi,11.9,33.5,22.9,76.8,4,3.6,206.4,38.5,0.49,-0.84,-1.08,-1.46,Moderate
15/07/2024,Muchinga,Chinsali,3.1,33.1,22,75.4,3.7,1.8,249.9,24.2,0.43,-0.07,0,-0.54,Moderate
16/07/2024,Western,Senanga,21.9,32,20,78,6,2.2,237.7,16.7,0.33,-0.73,-0.58,-1.16,Moderate
17/07/2024,Central,Kabwe,5.3,33.6,23.3,57.5,5.3,2.2,181.4,34.1,0.49,-0.98,-0.9,-1.44,Moderate
18/07/2024,Luapula,Mansa,8.7,35.3,25.7,54.2,5.1,4.3,272.9,23.5,0.46,-0.89,-0.76,-1.32,Moderate
19/07/2024,North-Western,Kabompo,11.3,31.7,23,65,5.4,3.6,244.9,21.9,0.35,-0.63,-0.38,-1,Moderate
20/07/2024,Western,Senanga,18.2,31.6,20.8,78.5,5.8,4.4,233.6,27.2,0.42,0.56,0.61,0.08,No drought
21/07/2024,Luapula,Samfya,4.4,27.6,17.2,80.2,6.1,3.5,201.1,36.6,0.57,-0.62,-0.49,-1.05,Moderate
22/07/2024,North-Western,Kabompo,22.8,30.9,21,78.9,3.2,2.5,186.7,39.4,0.55,-0.44,-0.48,-0.96,Moderate
23/07/2024,Lusaka,Chongwe,3.1,24.9,13.7,58.1,4,2.2,193,21.4,0.41,-0.87,-0.96,-1.42,Moderate
24/07/2024,North-Western,Zambezi,20,24.2,13.9,77.2,3.5,3.2,230.6,18.6,0.49,-0.62,-0.64,-1.13,Moderate
25/07/2024,Luapula,Kawambwa,0.6,26.4,15.5,68,5.3,3.8,266.2,22.8,0.46,-2.36,-2.42,-2.89,Severe
26/07/2024,North-Western,Solwezi,6.6,28.7,17.3,61.3,4.1,2.9,256.2,18.2,0.36,0.33,0.71,0.02,No drought
27/07/2024,Western,Senanga,4.7,27.3,17,52.4,4,2.2,198.3,35.6,0.39,-0.18,-0.4,-0.79,Moderate
28/07/2024,Western,Kaoma,8.1,31.2,22.5,71.9,3.8,2.2,267.4,21.2,0.38,-0.13,-0.02,-0.57,Moderate
29/07/2024,North-Western,Mwinilunga,1,32.5,24.3,56.7,3.7,2.2,270.8,26.7,0.44,-0.52,-0.64,-1.08,Moderate
30/07/2024,Western,Kaoma,14.7,33.5,24.8,46.2,3.7,2.5,231.1,30.4,0.57,-0.79,-0.69,-1.24,Moderate
31/07/2024,Lusaka,Lusaka,18.3,25.3,17.1,74,3.4,3.3,208.1,19.3,0.41,-0.74,-0.83,-1.28,Moderate
01/08/2024,Northern,Kasama,11.3,32.2,22.7,47.6,3.1,4,232.5,34.4,0.37,-0.41,-0.45,-0.93,Moderate
02/08/2024,Southern,Magoye,9.5,26.5,15.1,82.9,6.1,3.7,207.7,22,0.59,0.42,0.6,0.01,No drought
03/08/2024,Western,Mongu,5.8,27.5,16.2,82.4,3.7,2.6,272.9,16.5,0.33,-1.5,-1.44,-1.97,Severe
04/08/2024,Copperbelt,Kafironda,2.8,36.2,25.2,75.2,5,4.2,261.7,33.9,0.32,-0.8,-0.99,-1.4,Moderate
05/08/2024,Southern,Livingstone,3.8,26.7,17.9,52.4,4.2,2.8,263.1,18,0.52,0.24,-0.12,-0.44,Moderate
06/08/2024,Northern,Kasama,1.8,30.4,18.8,58.8,5.6,3.5,273.2,35.5,0.47,-1.31,-1.16,-1.73,Severe
07/08/2024,Muchinga,Isoka,16.1,30.5,20.6,49.7,6.4,2.1,186.7,29.9,0.52,-1.23,-1.22,-1.73,Severe
08/08/2024,Muchinga,Isoka,3.5,29.8,20.4,47,3.2,3.6,225.8,20.7,0.48,-0.14,-0.04,-0.59,Moderate
09/08/2024,Central,Serenje,4.3,33.5,24.2,53.4,3.3,2.9,228.2,36,0.37,-0.91,-0.67,-1.29,Moderate
10/08/2024,Muchinga,Chinsali,27,31,22.9,64,4.4,2,245.6,39.3,0.47,1.07,1,0.54,No drought
11/08/2024,Northern,Mbala,10.8,29.4,19.2,61.1,5.9,3.9,241.2,24.3,0.38,-1,-1.06,-1.53,Moderate
12/08/2024,Muchinga,Isoka,5,28.9,17.6,46.7,4.5,2,267.9,28.9,0.37,-0.78,-0.43,-1.1,Moderate
13/08/2024,North-Western,Kasempa,24.8,34.1,24.5,75.1,4.9,3.5,222.8,33.3,0.55,0.64,0.69,0.17,No drought
14/08/2024,Western,Mongu,24.7,32,22.1,65.6,4.1,3.2,212.5,16,0.38,-0.88,-0.9,-1.39,Moderate
15/08/2024,Western,Kaoma,29.3,34,24.9,84.6,3.1,3.3,246,32.2,0.34,-0.88,-1.14,-1.51,Severe
16/08/2024,Central,Serenje,1.9,34.5,22.9,48.4,4.4,1.8,181.7,31.5,0.48,-0.88,-0.98,-1.43,Moderate
17/08/2024,Muchinga,Mpika,2.6,28.2,20,68,4.4,1.6,238.3,15.3,0.54,-0.58,-0.6,-1.09,Moderate
18/08/2024,Luapula,Samfya,3.2,26.9,15.3,60,4.9,1.7,222.6,35.8,0.54,0.25,0.11,-0.32,No drought
19/08/2024,North-Western,Kasempa,4.1,32,23.8,64.7,4.5,2.5,219.5,28.2,0.35,-1.12,-0.85,-1.49,Severe
20/08/2024,Central,Serenje,4.5,35.1,26.9,46.4,4.4,3.6,199.3,31,0.38,-1.19,-1.39,-1.79,Severe
21/08/2024,Luapula,Mansa,11.2,28.9,20.3,74.5,4.3,3.5,207.1,17,0.6,0.45,0.63,0.04,No drought
22/08/2024,Eastern,Katete,5.3,24.5,14.2,79,3.7,4.3,248.9,35.6,0.47,-1.13,-1.32,-1.73,Severe
23/08/2024,Muchinga,Chinsali,1.3,28.6,17.9,68.8,5.1,3.5,237.5,25.7,0.38,0.22,0.07,-0.35,No drought
24/08/2024,Luapula,Samfya,2.5,33.2,25,74.4,4.2,2.9,272.9,23.3,0.44,-0.24,-0.45,-0.84,Moderate
25/08/2024,Muchinga,Chinsali,33.6,34.9,24.9,47.8,3.3,3.3,214.1,37.9,0.42,1.06,1.15,0.6,No drought
26/08/2024,Western,Sesheke,15.7,33.5,21.7,56.8,3,2.3,201.8,31.5,0.49,0.43,0.38,-0.09,No drought
27/08/2024,North-Western,Solwezi,4.2,27.7,18.1,74.2,5.7,1.9,180,32.8,0.41,-0.27,-0.04,-0.66,Moderate
28/08/2024,North-Western,Kasempa,8,34.3,24.7,54.6,3.3,2.4,189.7,19.4,0.6,-1.77,-1.49,-2.13,Severe
29/08/2024,Western,Mongu,4,27.5,16.8,72.3,4.1,1.9,243.2,18.2,0.47,-1.81,-1.59,-2.2,Severe
30/08/2024,Central,Mkushi,9.7,28.6,18.1,79,3.7,1.9,276.3,17.7,0.44,-1.89,-1.67,-2.28,Severe
31/08/2024,Western,Senanga,7.9,32,20.7,46.7,4.7,3.6,205.2,22.7,0.48,-1.52,-1.2,-1.86,Severe
01/09/2024,Copperbelt,Kafironda,12.1,23.9,12.3,45.8,4.1,1.7,256.7,32.6,0.4,0.15,-0.04,-0.45,Moderate
02/09/2024,North-Western,Solwezi,2.9,30.7,18.8,60.1,3.2,2.5,230.6,19,0.5,-1.28,-1.51,-1.9,Severe
03/09/2024,Eastern,Msekera,10.8,36,27.8,77.5,6.3,3.4,275.5,18.8,0.44,-1.12,-0.83,-1.48,Severe
04/09/2024,Western,Sesheke,1.8,27.5,19.3,67.1,5.1,4.1,237.7,23.6,0.54,0.04,-0.12,-0.54,Moderate
05/09/2024,Eastern,Chipata,1.5,29.3,18.9,48.2,6.3,3.8,238.7,35.7,0.32,-1.42,-0.97,-1.69,Severe
06/09/2024,Copperbelt,Ndola,1.3,31.7,23.5,61.2,4.8,3.2,273.6,31.8,0.44,-1.15,-1.28,-1.71,Severe
07/09/2024,Lusaka,Mount Makulu,9.1,29.3,20.4,62.7,3.2,4,262.6,29.7,0.41,0.15,0.2,-0.33,No drought
08/09/2024,Central,Serenje,5.3,30.2,19.8,53.8,5.2,3.2,198.5,16.5,0.48,-0.04,-0.01,-0.53,Moderate
09/09/2024,Muchinga,Chinsali,1.8,28.4,18.9,47,4.4,3,228.3,24.6,0.55,-0.94,-0.94,-1.44,Moderate
10/09/2024,Eastern,Lundazi,21,31.6,23.4,48.9,3.2,2.1,234.1,31.1,0.31,-0.44,-0.53,-0.98,Moderate
11/09/2024,Western,Senanga,2.8,31,22.4,60.3,4.9,1.7,180.4,31.8,0.49,-0.4,-0.46,-0.93,Moderate
12/09/2024,Lusaka,Mount Makulu,1,30.3,19.4,57.6,4.4,2.2,189.7,19.5,0.54,-0.09,0.01,-0.54,Moderate
13/09/2024,Copperbelt,Ndola,4.3,31.5,20.2,54,4.4,2.7,277.8,19.5,0.54,-0.78,-0.54,-1.16,Moderate
14/09/2024,Central,Mkushi,20.1,30.5,21.9,61.6,4.9,2.7,232,39.9,0.34,-0.79,-0.98,-1.39,Moderate
15/09/2024,Luapula,Mansa,23.8,34.1,24.2,61.7,4.3,3.3,237.6,19,0.44,-1.43,-1.01,-1.72,Severe
16/09/2024,Southern,Livingstone,15.2,25.1,14.3,67.7,5.8,3.7,241,27.2,0.34,-0.15,-0.26,-0.71,Moderate
17/09/2024,Northern,Kasama,6.9,33,24.9,68.4,6.3,2,227.2,17.3,0.49,-1.23,-1.67,-1.95,Severe
18/09/2024,North-Western,Mwinilunga,19.8,32.8,22.4,77.4,4.5,3.7,271.3,29.3,0.35,-0.35,-0.52,-0.94,Moderate
19/09/2024,Northern,Misamfu,5.6,27.8,19.4,51.9,4.8,2.1,208.3,25,0.54,-0.34,-0.13,-0.73,Moderate
20/09/2024,Copperbelt,Kafironda,6.1,35.7,25,82.3,6.5,3.7,208.7,37,0.31,0.1,0.17,-0.36,No drought
21/09/2024,North-Western,Kabompo,6.9,26.6,15.6,75.4,4.1,2.7,201,39.4,0.49,0.11,0.07,-0.41,No drought
22/09/2024,North-Western,Kasempa,5,31.1,20.2,68,3.7,3,211.2,25.7,0.49,-1.16,-1.33,-1.75,Severe
23/09/2024,Luapula,Samfya,24,34,22.4,78.8,3.6,4.4,217.7,23.5,0.32,-1.05,-1.25,-1.65,Severe
24/09/2024,Western,Kaoma,3.6,28.3,17.5,82.8,5.4,2.5,230.1,31.1,0.45,-0.16,-0.23,-0.7,Moderate
25/09/2024,Southern,Magoye,4,33.6,22.4,82.8,4.1,4.1,193.2,32.6,0.52,0.12,-0.11,-0.49,Moderate
26/09/2024,Western,Senanga,6.5,28.9,20.2,78.5,4.9,2.1,252,27.8,0.48,0.34,0.6,-0.03,No drought
27/09/2024,Muchinga,Chinsali,11.1,27.1,15.6,74,3.4,2.7,268.6,16.2,0.59,0.63,0.84,0.23,No drought
28/09/2024,North-Western,Mwinilunga,14.9,26.9,18.9,66.8,6.4,2.6,215.7,23.6,0.46,-0.74,-0.54,-1.14,Moderate
29/09/2024,Eastern,Katete,2.9,30.6,20.2,61.6,4.5,3.9,199.6,35.5,0.49,-0.95,-1.19,-1.57,Severe
30/09/2024,Northern,Mbala,9.1,30,18.3,58.8,3.2,2.1,221.9,20.5,0.3,-0.48,-0.62,-1.05,Moderate
01/10/2024,Northern,Kasama,5.6,30.1,20.7,60,5.2,3.7,191.1,15.9,0.6,-1.33,-1.08,-1.71,Severe
02/10/2024,Western,Kaoma,19.8,29.4,17.4,64.3,6.5,3.8,204.9,28.5,0.6,0.7,0.5,0.1,No drought
03/10/2024,North-Western,Kabompo,4.1,26.8,17.9,47.7,3.7,3.2,209.1,25.4,0.41,-1.13,-1.55,-1.84,Severe
04/10/2024,Western,Senanga,3.5,27.2,16.1,49.9,5.2,1.9,187.1,37.7,0.36,-0.89,-0.85,-1.37,Moderate
05/10/2024,North-Western,Mwinilunga,1.8,34.7,23,81.4,5.9,4.2,199.9,22.1,0.39,-0.45,-0.73,-1.09,Moderate
06/10/2024,North-Western,Solwezi,3.7,34.3,23.3,70.8,3.5,3.1,188.7,24.4,0.42,-0.49,-0.57,-1.03,Moderate
07/10/2024,North-Western,Mwinilunga,14.4,33.9,24.5,70.1,3.7,1.9,273.8,37.9,0.57,-0.95,-0.71,-1.33,Moderate
08/10/2024,Southern,Magoye,4.4,30.9,19.6,60.3,3.5,2.1,203.7,22.5,0.49,-1.37,-1.05,-1.71,Severe
09/10/2024,Muchinga,Mpika,16.1,29,18.3,46,5.4,2.4,185.6,30.2,0.37,0.14,0,-0.43,No drought
10/10/2024,Lusaka,Mount Makulu,0.1,26.8,17.6,82,3.6,4.4,200.6,33.5,0.46,-0.54,-0.51,-1.02,Moderate
11/10/2024,Northern,Misamfu,4,34,24.6,83.1,5.6,3.3,268.1,16.2,0.38,-1.02,-1.33,-1.68,Severe
12/10/2024,North-Western,Kabompo,32.6,28.3,18.9,81.4,5,3.8,261.2,23.5,0.43,-2.82,-2.9,-3.36,Severe
13/10/2024,Northern,Kasama,16.4,29,20.8,61.1,5.4,2.9,254.9,23.9,0.49,0.37,0.49,-0.07,No drought
14/10/2024,Luapula,Samfya,6.6,27.3,15.7,66,5.5,2.3,224.7,18.1,0.36,-2.57,-2.38,-2.97,Severe
15/10/2024,Western,Sesheke,13.1,24.4,13.8,47.7,6.1,1.9,212.8,35.4,0.48,0.19,0.07,-0.37,No drought
16/10/2024,Eastern,Lundazi,15,29,19.3,51.6,5.5,3.1,243.5,19.9,0.36,-0.21,-0.23,-0.72,Moderate
17/10/2024,North-Western,Kasempa,30.6,31,20.9,55.4,3.2,3.7,192.1,22.6,0.46,-0.36,0.04,-0.66,Moderate
18/10/2024,Eastern,Katete,13,30.2,19.8,52.7,5.3,3.4,240.2,27.2,0.46,-0.4,-0.35,-0.88,Moderate
19/10/2024,North-Western,Solwezi,5.7,27.7,18.6,67.3,4.2,4.3,272.3,27.6,0.4,1.05,0.63,0.34,No drought
20/10/2024,North-Western,Kabompo,6.6,37.2,28.3,64.3,4.5,1.7,190.6,35.9,0.37,-0.2,-0.2,-0.7,Moderate
21/10/2024,Southern,Siavonga,0.4,33.5,24.5,61.9,3.1,2.8,237.8,29.3,0.4,-0.67,-0.81,-1.24,Moderate
22/10/2024,Lusaka,Lusaka,35.1,30.8,20,56.4,5.2,2.9,228.2,33.9,0.38,0.31,0.41,-0.14,No drought
23/10/2024,Eastern,Katete,7.9,27.7,16.3,67.4,4.8,1.8,181.6,39.1,0.41,-1.48,-1.63,-2.05,Severe
24/10/2024,North-Western,Kasempa,8.7,28.5,17,70.9,6.1,3.4,193.1,22.7,0.36,0.64,0.68,0.16,No drought
25/10/2024,Central,Mkushi,6.4,31.7,23.5,58,4.6,1.9,278.5,20.2,0.34,-1.56,-1.43,-2,Severe
26/10/2024,Lusaka,Lusaka,5.9,30.2,21.9,66.5,6.2,2.7,263,18.3,0.58,-0.45,-0.67,-1.06,Moderate
27/10/2024,North-Western,Mwinilunga,14.5,31.9,23.6,60.5,4,2.4,278.3,31.1,0.52,0.15,0.14,-0.35,No drought
28/10/2024,Lusaka,Lusaka,29.5,28,17,60.8,5.1,2.8,254.2,20.7,0.32,-1.38,-1.43,-1.9,Severe
29/10/2024,Luapula,Kawambwa,8.8,35.1,25.4,73,4.4,3,180.7,32.3,0.5,0.3,0.28,-0.21,No drought
30/10/2024,Southern,Choma,12.6,34,22.5,63.3,4.7,2.7,276.7,32.4,0.32,-0.21,-0.22,-0.71,Moderate
31/10/2024,Copperbelt,Ndola,2.3,30.7,22.5,83.9,4.8,2.4,226.9,36.4,0.39,0.51,0.45,-0.02,No drought
01/11/2024,Muchinga,Mpika,1.8,31.4,22,84.5,4.7,2,269.1,26.5,0.51,-0.64,-0.58,-1.11,Moderate
02/11/2024,Southern,Choma,14.9,29.7,19.3,62.1,3.1,3.9,181.1,34,0.57,-1.39,-1.13,-1.76,Severe
03/11/2024,Lusaka,Mount Makulu,4.1,32,20.2,65.4,4.6,2.3,275.9,18.6,0.47,-0.35,-0.55,-0.95,Moderate
04/11/2024,Copperbelt,Ndola,0.9,29.4,19.4,55.4,4.1,1.8,210.3,39.2,0.58,-1.44,-1.28,-1.86,Severe
05/11/2024,Western,Mongu,1,29,20,63,5.4,3.7,279.5,22.2,0.46,-0.48,-0.96,-1.22,Moderate
06/11/2024,Muchinga,Chinsali,9.2,30.7,19.9,65.6,6.5,3.3,217.1,34.3,0.35,-1.72,-2.03,-2.38,Severe
07/11/2024,Lusaka,Mount Makulu,8.6,33.2,24.2,54,4.8,2.3,180.9,31.2,0.45,-0.94,-0.84,-1.39,Moderate
08/11/2024,Lusaka,Mount Makulu,20.2,34.9,25.4,48.7,4.6,2.7,266.7,21.1,0.59,0,0.15,-0.42,No drought
09/11/2024,Southern,Choma,11.6,32.8,24.6,47,4.4,2.6,211.6,27.3,0.4,-1.22,-1.34,-1.78,Severe
10/11/2024,Southern,Siavonga,40.9,32.3,21.4,69.3,3.3,3.5,186.4,29.9,0.52,-1.39,-1.29,-1.84,Severe
11/11/2024,Eastern,Msekera,1.4,28.3,17.8,66.8,3.4,2.4,203.9,20.3,0.42,-1.4,-1.59,-2,Severe
12/11/2024,Southern,Magoye,16.1,26.6,16.6,76.1,6,4,216,32.2,0.39,-1.21,-1.18,-1.69,Severe
13/11/2024,Eastern,Katete,14.5,32.8,23.6,62.9,5.5,3.6,278.7,20.6,0.5,-0.97,-0.82,-1.4,Moderate
14/11/2024,Eastern,Chipata,6.4,32.6,21,67.8,5.2,3.1,185.1,20.8,0.45,-1.94,-2.13,-2.54,Severe
